,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront_N,waterfront_Y,not_renovated,is_renovated,floors_1,floors_2,floors_3,floors_3_half,not_viewed,viewed,day_of_year,no_basement,has_basement,total_home_sqft,city,grd_1_to_5,grd_6_to_7,grd_8_to_9,grd_10_to_11,grd_12_to_13,jan_mar,apr_jun,jul_sep,oct_dec,cond_poor,cond_fair,cond_average,cond_good,cond_very_good
6669,7968460110,280000.0,3,2.0,1790,42399,1790,90,40,47.3143,-122.134,1330,40015,1,0,0,1,1,0,0,0,1,0,163,1,0,1790.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6670,3327000090,210000.0,4,1.75,1200,7680,1200,68,40,47.3138,-122.19200000000001,1490,7800,1,0,1,0,1,0,0,0,1,0,156,1,0,1200.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6671,8946700100,408500.0,4,2.5,2720,7043,2720,103,40,47.3315,-122.169,2640,6958,1,0,1,0,0,1,0,0,1,0,334,1,0,2720.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6672,1221059112,324888.0,4,1.75,2160,28750,2160,78,40,47.3212,-122.118,1790,53578,1,0,1,0,0,1,0,0,1,0,313,1,0,2160.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,0,1,0
6673,3321069006,905000.0,3,2.5,3520,237402,3520,104,40,47.2687,-122.056,2310,165963,1,0,1,0,0,0,1,0,1,0,355,1,0,3520.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6674,2887950110,245000.0,3,2.5,1820,6785,1420,94,40,47.3201,-122.177,1710,6055,1,0,1,0,1,0,0,0,1,0,303,0,1,2220.0,Auburn,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6675,3298600850,235000.0,3,1.75,1370,14030,1370,77,40,47.2969,-122.163,2100,15260,1,0,1,0,1,0,0,0,1,0,342,1,0,1370.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,0,1,0
6676,4239400740,192950.0,3,1.0,1170,3330,1170,69,40,47.3155,-122.182,1090,3330,1,0,1,0,0,1,0,0,1,0,190,1,0,1170.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6677,2111010940,289500.0,3,2.25,2120,3400,2120,102,40,47.3364,-122.17,2420,3400,1,0,1,0,0,1,0,0,1,0,44,1,0,2120.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6678,321059059,359950.0,3,1.0,1290,189486,1290,60,40,47.3356,-122.15700000000001,2370,98881,1,0,1,0,1,0,0,0,1,0,132,1,0,1290.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6679,1221059176,353000.0,4,2.75,2200,268329,1410,89,40,47.3224,-122.12200000000001,2240,58806,1,0,1,0,1,0,0,0,1,0,63,0,1,2990.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6680,806800110,275000.0,3,2.5,3020,5868,3020,103,40,47.3361,-122.175,2710,5470,1,0,1,0,0,1,0,0,1,0,206,1,0,3020.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6681,1796100015,675000.0,4,3.5,3090,100835,3090,99,40,47.3087,-122.088,2400,50543,1,0,1,0,0,1,0,0,1,0,106,1,0,3090.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6682,7137960110,284000.0,4,3.0,2040,7145,1490,94,40,47.3275,-122.171,1940,7145,1,0,1,0,1,0,0,0,1,0,58,0,1,2590.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6683,4137000110,340000.0,3,2.5,2270,7917,2270,86,40,47.2643,-122.22,2160,7917,1,0,1,0,0,1,0,0,1,0,199,1,0,2270.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6684,7300410110,390000.0,4,2.5,2490,8290,2490,99,40,47.3305,-122.171,2690,7008,1,0,1,0,0,1,0,0,1,0,132,1,0,2490.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6685,1787270090,299800.0,4,2.5,2410,4708,2410,102,40,47.3229,-122.182,2517,5290,1,0,1,0,0,1,0,0,1,0,49,1,0,2410.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6686,8097000190,350000.0,3,2.5,2680,7836,2680,90,40,47.3203,-122.185,2340,8040,1,0,0,1,0,1,0,0,1,0,146,1,0,2680.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6687,3211270170,404000.0,4,3.0,4060,35621,2030,89,40,47.3059,-122.10799999999999,2950,35259,1,0,1,0,1,0,0,0,1,0,136,0,1,6090.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6688,8097000380,339900.0,3,2.5,2420,7423,2420,90,40,47.3199,-122.186,2260,7629,1,0,1,0,0,1,0,0,1,0,223,1,0,2420.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6689,3421059049,475000.0,2,1.75,1490,224334,1490,83,40,47.2645,-122.163,2350,213879,1,0,1,0,1,0,0,0,0,1,154,1,0,1490.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6690,1121059030,559000.0,3,2.5,3110,217800,3110,101,40,47.3281,-122.124,2220,217800,1,0,1,0,0,1,0,0,1,0,279,1,0,3110.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6691,921059132,350000.0,3,2.0,1680,81893,1680,91,40,47.3248,-122.179,2480,38637,1,0,1,0,1,0,0,0,1,0,218,1,0,1680.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6692,1683600130,245000.0,3,1.75,1720,9342,1140,81,40,47.3177,-122.182,1330,7540,1,0,1,0,1,0,0,0,1,0,336,0,1,2300.0,Auburn,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6693,3327020290,300000.0,4,1.75,2200,7600,2200,78,40,47.3131,-122.191,1910,7600,1,0,1,0,0,1,0,0,1,0,44,1,0,2200.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6694,2111011060,507000.0,5,3.25,3850,16249,3030,102,40,47.3324,-122.16799999999999,2640,7393,1,0,1,0,0,1,0,0,0,1,162,0,1,4670.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6695,1682000280,240000.0,3,1.75,1100,7373,1100,68,40,47.3124,-122.18299999999999,1430,8415,1,0,1,0,1,0,0,0,1,0,71,1,0,1100.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6696,3814800280,395000.0,4,2.5,2810,10951,2810,103,40,47.3249,-122.18700000000001,1680,6625,1,0,1,0,0,1,0,0,1,0,100,1,0,2810.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6697,7999950020,319950.0,4,2.5,2038,7643,2038,111,40,47.3296,-122.18,2634,6824,1,0,1,0,0,1,0,0,1,0,196,1,0,2038.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6698,8097000170,335000.0,3,2.5,2260,8040,2260,90,40,47.3203,-122.184,2390,8040,1,0,1,0,0,1,0,0,1,0,27,1,0,2260.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6699,4136900190,319900.0,3,2.5,2040,7580,2040,98,40,47.2618,-122.209,1960,7820,1,0,1,0,0,1,0,0,0,1,72,1,0,2040.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6700,6061000010,323000.0,4,2.75,2230,50094,1330,77,40,47.2576,-122.09899999999999,2230,40770,1,0,1,0,1,0,0,0,0,1,117,0,1,3130.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6701,2025800080,325000.0,3,1.5,2120,41325,1420,73,40,47.2906,-122.055,1780,42000,1,0,0,1,1,0,0,0,1,0,44,0,1,2820.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6702,1041440050,359950.0,5,2.75,2844,3990,2844,113,40,47.3259,-122.167,2273,3900,1,0,1,0,0,1,0,0,1,0,111,1,0,2844.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6703,1796100010,555000.0,3,3.0,3760,188760,2640,79,40,47.308,-122.087,2820,50543,1,0,1,0,1,0,0,0,1,0,247,0,1,4880.0,Auburn,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6704,3211230080,424000.0,3,2.5,2200,34680,2200,85,40,47.3139,-122.116,2560,35840,1,0,0,1,0,1,0,0,1,0,202,1,0,2200.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6705,7749500250,265000.0,5,2.25,2600,8075,2600,69,40,47.2961,-122.18799999999999,2200,8800,1,0,1,0,0,1,0,0,1,0,232,1,0,2600.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6706,1685200190,203000.0,3,1.75,1610,9000,1100,78,40,47.3187,-122.179,1610,8000,1,0,1,0,1,0,0,0,1,0,10,0,1,2120.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6707,1402950190,321000.0,4,2.5,2430,5366,2430,102,40,47.3352,-122.19,2100,5414,1,0,1,0,0,1,0,0,1,0,252,1,0,2430.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6708,4136930190,427500.0,4,2.5,3160,8726,3160,99,40,47.2582,-122.223,2500,8648,1,0,1,0,0,1,0,0,1,0,294,1,0,3160.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6709,4136890280,320000.0,4,2.5,1940,7040,1940,98,40,47.2632,-122.209,2400,7145,1,0,1,0,0,1,0,0,1,0,79,1,0,1940.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6710,2421059090,640000.0,4,2.5,4090,215186,3670,79,40,47.2964,-122.116,2430,142005,1,0,1,0,0,1,0,0,1,0,124,0,1,4510.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,0,1,0
6711,7300400170,334000.0,4,2.5,2310,6200,2310,98,40,47.3321,-122.17200000000001,2480,6200,1,0,1,0,0,1,0,0,1,0,246,1,0,2310.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6712,1721059230,265953.0,3,1.75,1470,13068,1470,75,40,47.3096,-122.197,2090,16988,1,0,1,0,1,0,0,0,1,0,56,1,0,1470.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6713,6600780130,367500.0,4,3.0,3110,7231,3110,97,40,47.3279,-122.191,2820,7311,1,0,1,0,0,1,0,0,1,0,115,1,0,3110.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6714,4137000250,355000.0,4,2.5,2130,9268,2130,85,40,47.262,-122.22,2100,8400,1,0,0,1,0,1,0,0,1,0,70,1,0,2130.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6715,3221069091,500000.0,3,2.5,2110,208737,2110,77,40,47.2674,-122.072,2390,125017,1,0,1,0,0,1,0,0,0,1,303,1,0,2110.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6716,3298600440,260000.0,4,2.25,2320,16800,2320,77,40,47.2959,-122.166,2700,15680,1,0,0,1,0,1,0,0,1,0,215,1,0,2320.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6717,3668000670,200000.0,3,2.0,1430,7905,1430,88,40,47.2757,-122.145,1870,8400,1,0,0,1,1,0,0,0,1,0,79,1,0,1430.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6718,3303870050,545000.0,4,3.25,4386,12275,2356,106,40,47.3329,-122.2,3060,10925,1,0,1,0,1,0,0,0,1,0,55,0,1,6416.0,Auburn,0,0,0,1,0,1,0,0,0,0,0,1,0,0
6719,2212500430,323000.0,5,2.5,2500,13034,1300,62,40,47.3343,-122.194,2440,13300,1,0,1,0,1,0,0,0,1,0,219,0,1,3700.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6720,2721059173,204555.0,3,1.75,1260,15000,1260,83,40,47.2737,-122.15299999999999,2400,21715,1,0,1,0,0,1,0,0,1,0,61,1,0,1260.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6721,7300400670,277000.0,4,2.5,1850,5880,1850,98,40,47.3322,-122.17299999999999,2370,6500,1,0,1,0,0,1,0,0,1,0,203,1,0,1850.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6722,1402900380,280500.0,4,2.5,1890,6962,1890,97,40,47.3328,-122.18700000000001,2170,6803,1,0,1,0,0,1,0,0,1,0,177,1,0,1890.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6723,4136880460,316000.0,4,2.5,2010,7226,2010,95,40,47.2588,-122.21,2160,7696,1,0,1,0,0,1,0,0,1,0,127,1,0,2010.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6724,4239400920,149000.0,3,1.0,1090,2800,1090,69,40,47.3162,-122.18299999999999,1040,2960,1,0,1,0,1,0,0,0,1,0,258,1,0,1090.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6725,4137000460,249000.0,3,1.75,1520,7500,1520,85,40,47.2646,-122.219,2180,7506,1,0,1,0,1,0,0,0,1,0,49,1,0,1520.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6726,7137960460,225000.0,3,2.5,1680,6755,1680,94,40,47.3293,-122.17,1860,7257,1,0,0,1,0,1,0,0,1,0,141,1,0,1680.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6727,7137960440,292500.0,4,2.5,1860,8709,1860,94,40,47.3289,-122.17,1990,6825,1,0,1,0,0,1,0,0,1,0,349,1,0,1860.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6728,303100080,245100.0,3,1.75,1300,7958,1300,96,40,47.3162,-122.194,1640,8698,1,0,1,0,1,0,0,0,1,0,141,1,0,1300.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6729,2599200460,294000.0,4,2.0,2930,12840,2930,65,40,47.2957,-122.18700000000001,1960,10920,1,0,1,0,0,1,0,0,1,0,210,1,0,2930.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6730,1685200020,203000.0,3,1.75,1490,8000,1200,78,40,47.3187,-122.18,1540,8000,1,0,1,0,1,0,0,0,1,0,232,0,1,1780.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6731,7137950460,272000.0,4,2.5,2070,6175,2070,93,40,47.3262,-122.17399999999999,1940,6175,1,0,0,1,0,1,0,0,1,0,262,1,0,2070.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6732,7137900410,190000.0,3,1.0,950,7610,950,83,40,47.3188,-122.17399999999999,1360,7938,1,0,1,0,1,0,0,0,1,0,112,1,0,950.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6733,4239400730,152000.0,3,1.0,1090,3264,1090,69,40,47.3155,-122.182,1090,3330,1,0,1,0,1,0,0,0,1,0,169,1,0,1090.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6734,2582500110,305000.0,4,2.5,2230,6487,2230,103,40,47.3287,-122.169,2230,6882,1,0,1,0,0,1,0,0,1,0,273,1,0,2230.0,Auburn,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6735,4137030040,299995.0,3,2.5,1970,7500,1970,88,40,47.2658,-122.21799999999999,1950,8220,1,0,1,0,0,1,0,0,1,0,156,1,0,1970.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6736,304000530,185000.0,3,1.5,1370,8470,1370,61,40,47.2874,-122.19200000000001,1710,8800,1,0,1,0,1,0,0,0,1,0,125,1,0,1370.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6737,7968460230,284000.0,3,1.75,1320,35100,1320,90,40,47.312,-122.12899999999999,1660,35100,1,0,1,0,1,0,0,0,1,0,57,1,0,1320.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6738,1683600120,220000.0,3,1.75,1720,7587,1140,81,40,47.3175,-122.182,1120,7287,1,0,1,0,1,0,0,0,1,0,15,0,1,2300.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6739,1424100100,183000.0,3,1.75,1330,9200,1330,73,40,47.2916,-122.185,1590,9200,1,0,1,0,1,0,0,0,1,0,154,1,0,1330.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6740,8594400110,335000.0,3,1.75,1900,36769,1900,87,40,47.3041,-122.066,1950,35847,1,0,1,0,1,0,0,0,1,0,84,1,0,1900.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6741,7300400580,328000.0,4,2.5,2370,6500,2370,98,40,47.3328,-122.17299999999999,2590,6137,1,0,1,0,0,1,0,0,1,0,118,1,0,2370.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6742,8097000330,359950.0,3,2.75,2540,8604,2540,91,40,47.3209,-122.185,2260,7438,1,0,1,0,0,1,0,0,1,0,195,1,0,2540.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6743,4137010540,220000.0,3,2.5,1980,11900,1980,90,40,47.2656,-122.21700000000001,2130,9933,1,0,1,0,0,1,0,0,1,0,84,1,0,1980.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6744,4136950180,262000.0,3,2.5,1700,6200,1700,97,40,47.2621,-122.221,1720,6205,1,0,0,1,0,1,0,0,1,0,262,1,0,1700.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6745,2212600100,370000.0,4,2.75,3150,67518,2250,65,40,47.3382,-122.196,2210,32391,1,0,1,0,1,0,0,0,1,0,135,0,1,4050.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,0,1,0
6746,2599001500,235000.0,3,1.75,1420,7920,1420,62,40,47.2931,-122.18799999999999,1420,7920,1,0,1,0,1,0,0,0,1,0,186,1,0,1420.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6747,7137910360,200000.0,3,2.0,1290,5757,1290,94,40,47.3175,-122.17,1580,6798,1,0,0,1,1,0,0,0,1,0,203,1,0,1290.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6748,3410600100,345000.0,2,1.5,1800,26615,1240,87,40,47.302,-122.12299999999999,2010,26337,1,0,1,0,1,0,0,0,1,0,157,0,1,2360.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,0,0,1
6749,1865000040,360000.0,4,2.5,2750,6259,2750,102,40,47.3304,-122.179,2810,6824,1,0,1,0,0,1,0,0,1,0,336,1,0,2750.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6750,2991000220,330000.0,4,2.5,2310,6320,2310,97,40,47.3287,-122.167,1850,6181,1,0,0,1,0,1,0,0,1,0,69,1,0,2310.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6751,2111000580,299900.0,3,2.5,2720,6014,2720,102,40,47.3344,-122.17399999999999,2760,6537,1,0,1,0,0,1,0,0,1,0,134,1,0,2720.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6752,7950700120,279000.0,4,2.0,1980,10051,1980,69,40,47.3231,-122.103,1520,10125,1,0,0,1,1,0,0,0,1,0,343,1,0,1980.0,Auburn,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6753,2817900180,380000.0,3,3.25,2090,51212,1510,89,40,47.3097,-122.09899999999999,2690,40820,1,0,1,0,1,0,0,0,1,0,94,0,1,2670.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6754,1321059052,449000.0,5,2.5,2570,61855,1470,81,40,47.3013,-122.109,1990,49658,1,0,1,0,1,0,0,0,1,0,92,0,1,3670.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6755,7939000090,355000.0,4,1.75,2040,15000,1360,67,40,47.3107,-122.189,2310,15000,1,0,1,0,1,0,0,0,1,0,265,1,0,2040.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6756,3339400515,667000.0,3,2.75,2216,31215,2216,68,40,47.3164,-122.199,2216,30048,1,0,0,1,1,0,0,0,1,0,8,1,0,2216.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6757,4136870110,329800.0,4,2.5,2080,7047,2080,96,40,47.2627,-122.215,2580,7227,1,0,0,1,0,1,0,0,1,0,30,1,0,2080.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6758,1921069059,250000.0,1,1.0,720,123710,720,35,40,47.2893,-122.084,1860,297514,1,0,1,0,1,0,0,0,1,0,354,1,0,720.0,Auburn,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6759,1821069072,335000.0,3,1.5,2240,87625,1480,80,40,47.3043,-122.094,1920,110206,1,0,1,0,0,1,0,0,1,0,121,0,1,3000.0,Auburn,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6760,3621059048,395000.0,3,1.75,2030,217800,2030,77,40,47.2618,-122.12,2570,216057,1,0,1,0,1,0,0,0,0,1,276,1,0,2030.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,0,1,0
6761,1402950450,325000.0,4,2.5,2040,5472,2040,103,40,47.3337,-122.189,2420,5782,1,0,1,0,0,1,0,0,1,0,98,1,0,2040.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6762,4137020910,297300.0,3,1.75,1980,9220,1980,87,40,47.2602,-122.219,2080,8305,1,0,1,0,0,1,0,0,1,0,120,1,0,1980.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6763,4137010530,331950.0,4,2.5,2530,9933,2010,90,40,47.2654,-122.21600000000001,2140,9933,1,0,1,0,0,1,0,0,0,1,117,0,1,3050.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6764,8594400350,315000.0,3,2.25,1400,31626,1140,87,40,47.3029,-122.069,1680,35093,1,0,1,0,1,0,0,0,1,0,133,0,1,1660.0,Auburn,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6765,3668000830,229950.0,3,1.75,1900,8910,1900,88,40,47.2769,-122.145,1610,8586,1,0,0,1,0,1,0,0,1,0,230,1,0,1900.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6766,4137070030,272000.0,3,2.5,1980,6608,1980,94,40,47.2642,-122.213,2150,7495,1,0,1,0,0,1,0,0,1,0,213,1,0,1980.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,1,0,0
6767,7968460270,259500.0,3,2.0,1330,35060,1330,89,40,47.3128,-122.13,1660,35100,1,0,1,0,1,0,0,0,1,0,55,1,0,1330.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6768,4137040060,265500.0,3,2.5,1450,8977,1450,90,40,47.2576,-122.214,2410,8850,1,0,1,0,1,0,0,0,1,0,89,1,0,1450.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6769,7300400200,352000.0,4,2.5,2650,6366,2650,98,40,47.3325,-122.171,2650,6200,1,0,0,1,0,1,0,0,1,0,316,1,0,2650.0,Auburn,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6770,8594400060,285000.0,3,2.25,1680,35127,1680,87,40,47.3025,-122.06700000000001,1820,35166,1,0,1,0,0,1,0,0,1,0,153,1,0,1680.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6771,1592080060,262000.0,3,2.5,1970,8727,1970,95,40,47.3263,-122.189,1670,9168,1,0,1,0,0,1,0,0,1,0,100,1,0,1970.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6772,1657300070,465000.0,4,2.25,3360,10810,3360,88,40,47.3316,-122.20299999999999,2590,10810,1,0,0,1,0,1,0,0,1,0,217,1,0,3360.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6773,806800400,275000.0,3,2.5,2710,5733,2710,103,40,47.3357,-122.171,2720,5733,1,0,1,0,0,1,0,0,1,0,33,1,0,2710.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,1,0,0
6774,3298600340,400000.0,6,3.0,3320,15600,1660,77,40,47.2983,-122.166,2330,15360,1,0,0,1,1,0,0,0,1,0,241,0,1,4980.0,Auburn,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6775,1683500140,225000.0,4,2.0,1750,7245,1050,74,40,47.3164,-122.196,1640,7245,1,0,1,0,1,0,0,0,1,0,337,0,1,2450.0,Auburn,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6776,5709200030,309900.0,5,2.5,2100,17825,1400,74,40,47.3094,-122.191,2200,14602,1,0,1,0,1,0,0,0,1,0,330,0,1,2800.0,Auburn,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6777,4221970060,359000.0,4,2.5,2640,7883,2640,90,40,47.3124,-122.18799999999999,2150,7683,1,0,1,0,0,1,0,0,1,0,119,1,0,2640.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6778,1682500240,285000.0,4,2.25,1970,7200,1970,79,40,47.3132,-122.182,1790,7500,1,0,0,1,0,1,0,0,1,0,49,1,0,1970.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6779,1682000350,148226.0,3,1.0,1400,7360,1400,68,40,47.3123,-122.186,1600,8030,1,0,1,0,1,0,0,0,1,0,182,1,0,1400.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6780,2817910030,449500.0,4,2.5,2410,55931,2410,89,40,47.3109,-122.09700000000001,2780,55931,1,0,1,0,0,1,0,0,1,0,113,1,0,2410.0,Auburn,0,0,1,0,0,0,1,0,0,0,0,1,0,0
6781,7749500160,220000.0,4,1.5,1180,8058,1180,69,40,47.2966,-122.19,1800,9348,1,0,0,1,1,0,0,0,1,0,92,1,0,1180.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,0,0,1
6782,1921069068,400000.0,4,2.5,3030,180263,2030,87,40,47.2953,-122.09700000000001,2600,182509,1,0,0,1,0,1,0,0,1,0,112,0,1,4030.0,Auburn,0,1,0,0,0,0,1,0,0,0,0,1,0,0
6783,921059200,216000.0,3,1.75,1310,8670,1310,84,40,47.3156,-122.186,2622,7191,1,0,0,1,1,0,0,0,1,0,218,1,0,1310.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6784,2111010890,300000.0,3,2.5,2240,3691,2240,103,40,47.3364,-122.169,2619,3691,1,0,0,1,0,1,0,0,1,0,302,1,0,2240.0,Auburn,0,1,0,0,0,0,0,0,1,0,0,1,0,0
6785,4137070830,269100.0,3,2.5,2190,7904,2190,95,40,47.2617,-122.21,2190,7669,1,0,1,0,0,1,0,0,1,0,37,1,0,2190.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,1,0,0
6786,1657300270,433495.0,4,2.25,3010,10925,3010,88,40,47.3326,-122.20100000000001,2690,10925,1,0,1,0,0,1,0,0,1,0,64,1,0,3010.0,Auburn,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6787,7137910140,240000.0,3,2.5,1520,9864,1160,93,40,47.3186,-122.171,1580,7425,1,0,1,0,1,0,0,0,1,0,259,0,1,1880.0,Auburn,0,1,0,0,0,0,0,1,0,0,0,1,0,0
6788,3668000810,218500.0,3,1.75,1390,9328,1390,87,40,47.2766,-122.146,1550,8374,1,0,1,0,1,0,0,0,1,0,11,1,0,1390.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,0,1,0
6789,4312700340,178000.0,4,1.5,1200,11163,1200,70,40,47.3024,-122.10600000000001,1200,11163,1,0,0,1,0,1,0,0,1,0,70,1,0,1200.0,Auburn,0,1,0,0,0,1,0,0,0,0,0,0,1,0
